Race Name,Race Location,Race Date,Race Format,Race Start Time,Driver ID,Driver Name,Driver Number and Race Name,Driver Team,Driver Country,Position,Race Time,Race Point,Race Grid Position
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,33,max_verstappen,33 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Red Bull Racing,,3.0,0 days 00:00:34.508000,15.0,3.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,16,leclerc,16 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Ferrari,,4.0,0 days 00:01:05.312000,12.0,4.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,10,gasly,10 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,AlphaTauri,,5.0,NaT,10.0,9.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,55,sainz,55 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,McLaren,,6.0,NaT,8.0,7.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,11,perez,11 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Racing Point,,7.0,NaT,6.0,5.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,31,ocon,31 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Renault,,8.0,NaT,4.0,11.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,3,ricciardo,3 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Renault,,9.0,NaT,2.0,10.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,5,vettel,5 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Ferrari,,10.0,NaT,1.0,15.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,7,raikkonen,7 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Alfa Romeo Racing,,11.0,NaT,0.0,16.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,23,albon,23 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Red Bull Racing,,12.0,NaT,0.0,6.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,4,norris,4 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,McLaren,,13.0,NaT,0.0,8.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,63,russell,63 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Williams,,14.0,NaT,0.0,14.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,99,giovinazzi,99 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Alfa Romeo Racing,,15.0,NaT,0.0,17.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,20,kevin_magnussen,20 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Haas F1 Team,,16.0,NaT,0.0,19.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,8,grosjean,8 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Haas F1 Team,,17.0,NaT,0.0,18.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,6,latifi,6 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Williams,,18.0,NaT,0.0,20.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,26,kvyat,26 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,AlphaTauri,,19.0,NaT,0.0,13.0
FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,"Portimão,Portugal",2020-10-25 00:00:00,conventional,2020-10-25 13:10:00,18,stroll,18 : FORMULA 1 HEINEKEN GRANDE PRÉMIO DE PORTUGAL 2020,Racing Point,,20.0,NaT,0.0,12.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,44,hamilton,44 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Mercedes,,1.0,0 days 01:28:32.430000,26.0,2.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,77,bottas,77 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Mercedes,,2.0,0 days 00:00:05.783000,18.0,1.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,3,ricciardo,3 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Renault,,3.0,0 days 00:00:14.320000,15.0,5.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,26,kvyat,26 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,AlphaTauri,,4.0,0 days 00:00:15.141000,12.0,8.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,16,leclerc,16 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Ferrari,,5.0,0 days 00:00:19.111000,10.0,7.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,11,perez,11 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Racing Point,,6.0,0 days 00:00:19.652000,8.0,11.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,55,sainz,55 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,McLaren,,7.0,0 days 00:00:20.230000,6.0,10.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,4,norris,4 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,McLaren,,8.0,0 days 00:00:21.131000,4.0,9.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,7,raikkonen,7 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Alfa Romeo Racing,,9.0,0 days 00:00:22.224000,2.0,18.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,99,giovinazzi,99 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Alfa Romeo Racing,,10.0,0 days 00:00:26.398000,1.0,20.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,6,latifi,6 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Williams,,11.0,0 days 00:00:27.135000,0.0,19.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,5,vettel,5 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Ferrari,,12.0,0 days 00:00:28.453000,0.0,14.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,18,stroll,18 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Racing Point,,13.0,0 days 00:00:29.163000,0.0,15.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,8,grosjean,8 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Haas F1 Team,,14.0,0 days 00:00:32.935000,0.0,16.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,23,albon,23 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Red Bull Racing,,15.0,0 days 00:00:57.284000,0.0,6.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,63,russell,63 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Williams,,16.0,NaT,0.0,13.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,33,max_verstappen,33 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Red Bull Racing,,17.0,NaT,0.0,3.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,20,kevin_magnussen,20 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Haas F1 Team,,18.0,NaT,0.0,17.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,31,ocon,31 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,Renault,,19.0,NaT,0.0,12.0
FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,"Imola,Italy",2020-11-01 00:00:00,conventional,2020-11-01 12:10:00,10,gasly,10 : FORMULA 1 EMIRATES GRAN PREMIO DELL'EMILIA ROMAGNA 2020,AlphaTauri,,20.0,NaT,0.0,4.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,44,hamilton,44 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Mercedes,,1.0,0 days 01:42:19.313000,25.0,6.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,11,perez,11 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Racing Point,,2.0,0 days 00:00:31.633000,18.0,3.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,5,vettel,5 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Ferrari,,3.0,0 days 00:00:31.960000,15.0,11.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,16,leclerc,16 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Ferrari,,4.0,0 days 00:00:33.858000,12.0,12.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,55,sainz,55 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,McLaren,,5.0,0 days 00:00:34.363000,10.0,15.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,33,max_verstappen,33 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Red Bull Racing,,6.0,0 days 00:00:44.873000,8.0,2.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,23,albon,23 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Red Bull Racing,,7.0,0 days 00:00:46.484000,6.0,4.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,4,norris,4 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,McLaren,,8.0,0 days 00:01:01.259000,5.0,14.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,18,stroll,18 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Racing Point,,9.0,0 days 00:01:12.353000,2.0,1.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,3,ricciardo,3 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Renault,,10.0,0 days 00:01:35.460000,1.0,5.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,31,ocon,31 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Renault,,11.0,NaT,0.0,7.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,26,kvyat,26 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,AlphaTauri,,12.0,NaT,0.0,16.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,10,gasly,10 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,AlphaTauri,,13.0,NaT,0.0,19.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,77,bottas,77 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Mercedes,,14.0,NaT,0.0,9.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,7,raikkonen,7 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Alfa Romeo Racing,,15.0,NaT,0.0,8.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,63,russell,63 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Williams,,16.0,NaT,0.0,0.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,20,kevin_magnussen,20 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Haas F1 Team,,17.0,NaT,0.0,13.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,8,grosjean,8 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Haas F1 Team,,18.0,NaT,0.0,17.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,6,latifi,6 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Williams,,19.0,NaT,0.0,0.0
FORMULA 1 DHL TURKISH GRAND PRIX 2020,"Istanbul,Turkey",2020-11-15 00:00:00,conventional,2020-11-15 10:10:00,99,giovinazzi,99 : FORMULA 1 DHL TURKISH GRAND PRIX 2020,Alfa Romeo Racing,,20.0,NaT,0.0,10.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,44,hamilton,44 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Mercedes,,1.0,0 days 02:59:47.515000,25.0,1.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,33,max_verstappen,33 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Red Bull Racing,,2.0,0 days 00:00:01.254000,19.0,3.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,23,albon,23 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Red Bull Racing,,3.0,0 days 00:00:08.005000,15.0,4.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,4,norris,4 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,McLaren,,4.0,0 days 00:00:11.337000,12.0,9.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,55,sainz,55 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,McLaren,,5.0,0 days 00:00:11.787000,10.0,15.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,10,gasly,10 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,AlphaTauri,,6.0,0 days 00:00:11.942000,8.0,8.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,3,ricciardo,3 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Renault,,7.0,0 days 00:00:19.368000,6.0,6.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,77,bottas,77 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Mercedes,,8.0,0 days 00:00:19.680000,4.0,2.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,31,ocon,31 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Renault,,9.0,0 days 00:00:22.803000,2.0,7.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,16,leclerc,16 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Ferrari,,10.0,NaT,1.0,12.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,26,kvyat,26 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,AlphaTauri,,11.0,NaT,0.0,10.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,63,russell,63 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Williams,,12.0,NaT,0.0,14.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,5,vettel,5 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Ferrari,,13.0,NaT,0.0,11.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,6,latifi,6 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Williams,,14.0,NaT,0.0,20.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,7,raikkonen,7 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Alfa Romeo Racing,,15.0,NaT,0.0,17.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,99,giovinazzi,99 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Alfa Romeo Racing,,16.0,NaT,0.0,16.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,20,kevin_magnussen,20 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Haas F1 Team,,17.0,NaT,0.0,18.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,11,perez,11 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Racing Point,,18.0,NaT,0.0,5.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,18,stroll,18 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Racing Point,,19.0,NaT,0.0,13.0
FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,"Sakhir,Bahrain",2020-11-29 00:00:00,conventional,2020-11-29 14:10:00,8,grosjean,8 : FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2020,Haas F1 Team,,20.0,NaT,0.0,19.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,11,perez,11 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Racing Point,,1.0,0 days 01:31:15.114000,25.0,5.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,31,ocon,31 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Renault,,2.0,0 days 00:00:10.518000,18.0,11.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,18,stroll,18 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Racing Point,,3.0,0 days 00:00:11.869000,15.0,10.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,55,sainz,55 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,McLaren,,4.0,0 days 00:00:12.580000,12.0,8.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,3,ricciardo,3 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Renault,,5.0,0 days 00:00:13.330000,10.0,7.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,23,albon,23 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Red Bull Racing,,6.0,0 days 00:00:13.842000,8.0,12.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,26,kvyat,26 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,AlphaTauri,,7.0,0 days 00:00:14.534000,6.0,6.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,77,bottas,77 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Mercedes,,8.0,0 days 00:00:15.389000,4.0,1.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,63,russell,63 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Mercedes,,9.0,0 days 00:00:18.556000,3.0,2.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,4,norris,4 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,McLaren,,10.0,0 days 00:00:19.541000,1.0,19.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,10,gasly,10 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,AlphaTauri,,11.0,0 days 00:00:20.527000,0.0,9.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,5,vettel,5 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Ferrari,,12.0,0 days 00:00:22.611000,0.0,13.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,99,giovinazzi,99 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Alfa Romeo Racing,,13.0,0 days 00:00:24.111000,0.0,14.0
FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,"Sakhir,Bahrain",2020-12-06 00:00:00,conventional,2020-12-06 17:10:00,7,raikkonen,7 : FORMULA 1 ROLEX SAKHIR GRAND PRIX 2020,Alfa Romeo Racing,,14.0,0 days 00:00:26.153000,0.0,18.0
